child,parent
Keringa,Asteraceae
Kerinozoma,Poaceae
Kermadecia,Proteaceae
Kernera,Brassicaceae
Kerneria,Asteraceae
Kerrdora,Lauraceae
Kerria,Rosaceae
Kerriochloa,Poaceae
Kerriodoxa,Arecaceae
Kerriothyrsus,Melastomataceae
Kerstania,Fabaceae
Kerstingia,Rubiaceae
Kerstingiella,Fabaceae
Keteleeria,Pinaceae
Kethosia,Convolvulaceae
Ketmia,Malvaceae
Keumkangsania,Campanulaceae
Keura,Pandanaceae
Kewa,Kewaceae
Keyserlingia,Fabaceae
Keysseria,Asteraceae
Khadia,Aizoaceae
Khaosokia,Cyperaceae
Khasiaclunea,Rubiaceae
Khasianthus,Asteraceae
Khaya,Meliaceae
Khmeriosicyos,Cucurbitaceae
Khuchia,Asparagaceae
Kiaeria,Rhabdoweisiaceae
Kiapasia,Fabaceae
Kibara,Monimiaceae
Kibaropsis,Monimiaceae
Kibatalia,Apocynaceae
Kibera,Brassicaceae
Kibessia,Melastomataceae
Kibunemuscus,Rhachitheciaceae
Kickxia,Plantaginaceae
Kielmeyera,Calophyllaceae
Kierschlegeria,Onagraceae
Kiesera,Fabaceae
Kieseria,Theaceae
Kieseria,Bonnetiaceae
Kigelia,Bignoniaceae
Kigelianthe,Bignoniaceae
Kiggelaria,Achariaceae
Kihansia,Triuridaceae
Kiharapyrum,Poaceae
Kikuyuochloa,Poaceae
Kilbera,Brassicaceae
Kiliana,Asteraceae
Killickia,Lamiaceae
Killipia,Melastomataceae
Killipiella,Ericaceae
Killipiodendron,Pentaphylacaceae
Kinabaluchloa,Poaceae
Kindbergia,Brachytheciaceae
Kinepetalum,Apocynaceae
Kinetochilus,Orchidaceae
Kinetostigma,Arecaceae
Kingdon-Wardia,Gentianaceae
Kingdonia,Ranunculaceae
Kingella,Loranthaceae
Kinghamia,Asteraceae
Kingia,Dasypogonaceae
Kingianthus,Asteraceae
Kingidium,Orchidaceae
Kingiella,Orchidaceae
Kinginda,Annonaceae
Kingiobryum,Dicranaceae
Kingiodendron,Fabaceae
Kingiolejeunea,Lejeuneaceae
Kingsboroughia,Sabiaceae
Kingstonia,Annonaceae
Kingstonia,Saxifragaceae
Kinia,Liliaceae
Kinostemon,Lamiaceae
Kinugasa,Melanthiaceae
Kionophyton,Orchidaceae
Kiosmina,Lamiaceae
Kippistia,Asteraceae
Kirchnera,Fabaceae
Kirengeshoma,Hydrangeaceae
Kirganelia,Phyllanthaceae
Kirilowia,Amaranthaceae
Kirkbridea,Melastomataceae
Kirkia,Kirkiaceae
Kirkianella,Asteraceae
Kirkophytum,Araliaceae
Kirpicznikovia,Crassulaceae
Kissenia,Loasaceae
Kissodendron,Araliaceae
Kita,Acanthaceae
Kitagawia,Apiaceae
Kitaibelia,Malvaceae
Kitamuraea,Asteraceae
Kitamuraster,Asteraceae
Kitchingia,Crassulaceae
Kitigorchis,Orchidaceae
Kittelocharis,Linaceae
Kixia,Apocynaceae
Kjellbergia,Acanthaceae
Kjellbergiodendron,Myrtaceae
Klackenbergia,Gentianaceae
Kladnia,Brassicaceae
Klaineanthus,Euphorbiaceae
Klaineastrum,Melastomataceae
Klainedoxa,Irvingiaceae
Klanderia,Lamiaceae
Klaprothia,Loasaceae
Klarobelia,Annonaceae
Klasea,Asteraceae
Klaseopsis,Asteraceae
Klattia,Iridaceae
Kleberiella,Orchidaceae
Kleinhovia,Malvaceae
Kleinia,Asteraceae
Kleinodendron,Phyllanthaceae
Kleioweisiopsis,Ditrichaceae
Kleistrocalyx,Cyperaceae
Klemachloa,Poaceae
Klenzea,Asteraceae
Klingia,Amaryllidaceae
Klonion,Apiaceae
Klopstockia,Arecaceae
Klossia,Rubiaceae
Klotzschia,Apiaceae
Klotzschiphytum,Euphorbiaceae
Klugia,Gesneriaceae
Klugiodendron,Fabaceae
Klukia,Brassicaceae
Kmeria,Magnoliaceae
Knafia,Salicaceae
Knappia,Poaceae
Knautia,Caprifoliaceae
Knavel,Caryophyllaceae
Kneiffia,Onagraceae
Knema,Myristicaceae
Knesebeckia,Begoniaceae
Knifa,Hypericaceae
Knightia,Proteaceae
Kniphofia,Asphodelaceae
Knorrea,Burseraceae
Knorringia,Polygonaceae
Knowlesia,Commelinaceae
Knowltonia,Ranunculaceae
Knoxia,Rubiaceae
Koanophyllon,Asteraceae
Kobiosis,Euphorbiaceae
Kobresia,Cyperaceae
Kobus,Magnoliaceae
Kochia,Amaranthaceae
Kochiophyton,Orchidaceae
Kochummenia,Rubiaceae
Kodalyodendron,Rutaceae
Koeberlinia,Koeberliniaceae
Koechlea,Asteraceae
Koehlreutera,Funariaceae
Koehneago,Rubiaceae
Koehneola,Asteraceae
Koehneria,Lythraceae
Koeiea,Brassicaceae
Koelera,Putranjivaceae
Koeleria,Poaceae
Koellea,Ranunculaceae
Koellensteinia,Orchidaceae
Koellia,Lamiaceae
Koellikeria,Gesneriaceae
Koellikohleria,Gesneriaceae
Koelpinia,Asteraceae
Koelreutera,Gisekiaceae
Koelreuteria,Sapindaceae
Koelzella,Apiaceae
Koelzia,Brassicaceae
Koenigia,Polygonaceae
Koernickanthe,Marantaceae
Koernickea,Gesneriaceae
Kogelbergia,Stilbaceae
Kohautia,Rubiaceae
Kohleria,Gesneriaceae
Kohlerianthus,Gesneriaceae
Kohlrauschia,Caryophyllaceae
Koilodepas,Euphorbiaceae
Kokabus,Solanaceae
Kokera,Amaranthaceae
Kokia,Malvaceae
Kokkia,Anacardiaceae
Kokonoria,Plantaginaceae
Kokoona,Celastraceae
Kokoschkinia,Bignoniaceae
Kolbea,Colchicaceae
Kolbia,Passifloraceae
Kolerma,Cyperaceae
Kolkwitzia,Caprifoliaceae
Kolleria,Aizoaceae
Kolobochilus,Acanthaceae
Kolobopetalum,Menispermaceae
Kolofonia,Convolvulaceae
Kolowratia,Zingiberaceae
Kolpakowskia,Ixioliriaceae
Komana,Hypericaceae
Komaroffia,Ranunculaceae
Komarovia,Apiaceae
Kommia,Amaranthaceae
Kompitsia,Apocynaceae
Konanzia,Orchidaceae
Koniga,Brassicaceae
Kontumia,Polypodiaceae
Konxikas,Fabaceae
Koompassia,Fabaceae
Koordersiochloa,Poaceae
Koordersiodendron,Anacardiaceae
Koponenia,Amblystegiaceae
Kopononobryum,Splachnobryaceae
Kopsia,Apocynaceae
Kopsiopsis,Orobanchaceae
Kordelestris,Bignoniaceae
Kormickia,Pallaviciniaceae
Kornasia,Orchidaceae
Korolkowia,Liliaceae
Korovinia,Apiaceae
Korsaria,Moraceae
Korshinskia,Apiaceae
Korshinskya,Apiaceae
Korthalsella,Santalaceae
Korthalsia,Arecaceae
Korupodendron,Vochysiaceae
Korycarpus,Poaceae
Kosaria,Moraceae
Kosmosiphon,Acanthaceae
Kosopoljanskia,Apiaceae
Kosteletzkya,Malvaceae
Kostermansia,Malvaceae
Kostermanthus,Chrysobalanaceae
Kostyczewa,Fabaceae
Kotchubaea,Rubiaceae
Kotschya,Fabaceae
Kotschyella,Brassicaceae
Kotsjiletti,Xyridaceae
Kovalevskiella,Asteraceae
Kowalewskia,Clethraceae
Koyamacalia,Asteraceae
Koyamaea,Cyperaceae
Koyamasia,Asteraceae
Kozlovia,Apiaceae
Kozola,Melanthiaceae
Kraenzlinella,Orchidaceae
Kraenzlinorchis,Orchidaceae
Krainzia,Cactaceae
Kralikella,Poaceae
Kralikia,Poaceae
Krameria,Krameriaceae
Krapfia,Ranunculaceae
Krapovickasia,Malvaceae
Krascheninikovia,Caryophyllaceae
Krascheninnikovia,Amaranthaceae
Krascheninnikowia,Caryophyllaceae
Krasnovia,Apiaceae
Krassera,Melastomataceae
Kratzmannia,Poaceae
Kraunhia,Fabaceae
Krauseella,Splachnaceae
Krausella,Sapotaceae
Krauseola,Caryophyllaceae
Kraussia,Rubiaceae
Krebsia,Fabaceae
Krebsia,Apocynaceae
Kreczetoviczia,Cyperaceae
Kreidion,Apiaceae
Kremeria,Asteraceae
Kremeria,Brassicaceae
Kremeriella,Brassicaceae
Kreodanthus,Orchidaceae
Kreysigia,Colchicaceae
Krigia,Asteraceae
Krokeria,Fabaceae
Krokia,Myrtaceae
Krombholzia,Poaceae
Kromon,Amaryllidaceae
Krubera,Apiaceae
Krugella,Sapotaceae
Krugia,Myrtaceae
Krugiodendron,Rhamnaceae
Kruhsea,Liliaceae
Krukoviella,Ochnaceae
Krunodiplophyllum,Scapaniaceae
Krylovia,Asteraceae
Krynitzkia,Boraginaceae
Kryptostoma,Orchidaceae
Ktenosachne,Poaceae
Ktenospermum,Boraginaceae
Kua,Zingiberaceae
Kuala,Rutaceae
Kubitzkia,Lauraceae
Kudoa,Gentianaceae
Kudoacanthus,Acanthaceae
Kudrjaschevia,Lamiaceae
Kuekenthalia,Cyperaceae
Kuepferella,Gentianaceae
Kuerschneria,Sematophyllaceae
Kuestera,Acanthaceae
Kuhitangia,Caryophyllaceae
Kuhlhasseltia,Orchidaceae
Kuhlia,Salicaceae
Kuhlia,Loganiaceae
Kuhlmannia,Bignoniaceae
Kuhlmanniella,Convolvulaceae
Kuhlmanniodendron,Achariaceae
Kuhnia,Fabaceae
Kuhnia,Asteraceae
Kuhniastera,Fabaceae
Kuhnistera,Fabaceae
Kukolis,Solanaceae
Kulinia,Restionaceae
Kumara,Asphodelaceae
Kumaria,Asphodelaceae
Kumlienia,Ranunculaceae
Kummeria,Stemonuraceae
Kummerovia,Fabaceae
Kummerowia,Fabaceae
Kunckelia,Dipterocarpaceae
Kunda,Araceae
Kundmannia,Apiaceae
Kungia,Crassulaceae
Kunhardtia,Rapateaceae
Kuniria,Acanthaceae
Kuniwatsukia,Aspleniaceae
Kunkeliella,Santalaceae
Kunokale,Polygonaceae
Kunstleria,Fabaceae
Kunstlerodendron,Euphorbiaceae
Kuntheria,Colchicaceae
Kunthia,Burseraceae
Kunthia,Arecaceae
Kunzea,Myrtaceae
Kunzia,Rosaceae
Kunzspermum,Myrtaceae
Kupea,Triuridaceae
Kuramosciadium,Apiaceae
Kuritis,Scrophulariaceae
Kurkas,Euphorbiaceae
Kurohimehypnum,Brachytheciaceae
Kuromatea,Fagaceae
Kurramiana,Gentianaceae
Kurria,Rubiaceae
Kurrimia,Iteaceae
Kurrimia,Centroplacaceae
Kurzamra,Lamiaceae
Kurzia,Lepidoziaceae
Kurzinda,Rhamnaceae
Kurziodendron,Euphorbiaceae
Kuschakewiczia,Boraginaceae
Kusibabella,Orchidaceae
Kutchubaea,Rubiaceae
Kydia,Malvaceae
Kyhosia,Asteraceae
Kyllinga,Cyperaceae
Kyllingiella,Cyperaceae
Kymapleura,Asteraceae
Kymatocalyx,Cephaloziellaceae
Kymatolejeunea,Lejeuneaceae
Kyphocarpa,Amaranthaceae
Kyrstenia,Asteraceae
Kyrsteniopsis,Asteraceae
Kyrtanthus,Rubiaceae
Labatia,Sapotaceae
Labichea,Fabaceae
Labidostelma,Apocynaceae
Labillardiera,Pittosporaceae
Labisia,Primulaceae
Lablab,Fabaceae
Lablavia,Fabaceae
Labordea,Loganiaceae
Labordia,Loganiaceae
Laboucheria,Fabaceae
Labourdonnaisia,Sapotaceae
Labradia,Fabaceae
Labramia,Sapotaceae
Laburnocytisus,Fabaceae
Laburnum,Fabaceae
Lacaena,Orchidaceae
Lacaitaea,Boraginaceae
Lacandonia,Triuridaceae
Lacanthis,Euphorbiaceae
Lacara,Campanulaceae
Lacathea,Theaceae
Lacaussadea,Polypodiaceae
Laccodiscus,Sapindaceae
Laccopetalum,Ranunculaceae
Laccospadix,Arecaceae
Laccosperma,Arecaceae
Lacellia,Asteraceae
Lacellia,Apiaceae
Lacepedea,Staphyleaceae
Lacerdaea,Myrtaceae
Lachanodendron,Meliaceae
Lachanodes,Asteraceae
Lachemilla,Rosaceae
Lachenalia,Asparagaceae
Lachnaea,Thymelaeaceae
Lachnagrostis,Poaceae
Lachnanthes,Haemodoraceae
Lachnastoma,Rubiaceae
Lachnea,Apocynaceae
Lachnocapsa,Brassicaceae
Lachnocaulon,Eriocaulaceae
Lachnocephalus,Lamiaceae
Lachnochloa,Poaceae
Lachnolepis,Thymelaeaceae
Lachnoloma,Brassicaceae
Lachnopetalum,Sapindaceae
Lachnophyllum,Asteraceae
Lachnopodium,Melastomataceae
Lachnopylis,Stilbaceae
Lachnorhiza,Asteraceae
Lachnosiphonium,Rubiaceae
Lachnospermum,Asteraceae
Lachnostachys,Lamiaceae
Lachnostoma,Apocynaceae
Lachnostylis,Phyllanthaceae
Lachnothalamus,Asteraceae
Lacinaria,Asteraceae
Lacis,Podostemaceae
Lacistema,Lacistemataceae
Lacistemopsis,Lacistemataceae
Lackeya,Fabaceae
Lacmellea,Apocynaceae
Lacostea,Hymenophyllaceae
Lacosteopsis,Hymenophyllaceae
Lacroixia,Orchidaceae
Lactaria,Apocynaceae
Lactomamillara,Cactaceae
Lactoris,Aristolochiaceae
Lactuca,Asteraceae
Lactucella,Asteraceae
Lactucopsis,Asteraceae
Lactucosonchus,Asteraceae
Lacunaria,Ochnaceae
Lacuris,Rutaceae
Ladakiella,Brassicaceae
Ladanella,Lamiaceae
Ladanium,Cistaceae
Ladanum,Cistaceae
Ladanum,Lamiaceae
Ladeania,Fabaceae
Ladenbergia,Rubiaceae
Ladyginia,Apiaceae
Laelia,Orchidaceae
Laelichilis,Orchidaceae
Laeliocattleya,Orchidaceae
Laeliopsis,Orchidaceae
Laennecia,Asteraceae
Laestadia,Asteraceae
Laetia,Salicaceae
Laetji,Sapindaceae
Lafoensia,Lythraceae
Lafuentea,Plantaginaceae
Lagansa,Cleomaceae
Lagarinthus,Apocynaceae
Lagaropyxis,Bignoniaceae
Lagarosiphon,Hydrocharitaceae
Lagarosolen,Gesneriaceae
Lagarostrobos,Podocarpaceae
Lagascea,Asteraceae
Lagedium,Asteraceae
Lagenandra,Araceae
Lagenantha,Amaranthaceae
Lagenanthus,Gentianaceae
Lagenaria,Cucurbitaceae
Lagenia,Apocynaceae
Lagenias,Gentianaceae
Lagenithrix,Asteraceae
Lagenocarpus,Cyperaceae
Lagenocypsela,Asteraceae
Lagenopappus,Asteraceae
Lagenophora,Asteraceae
Lagenosocereus,Cactaceae
Lagenula,Vitaceae
Lagerstroemia,Lythraceae
Lagetta,Thymelaeaceae
Laggera,Asteraceae
Lagoa,Apocynaceae
Lagochilium,Acanthaceae
Lagochilopsis,Lamiaceae
Lagochilus,Lamiaceae
Lagocodes,Asparagaceae
Lagoecia,Apiaceae
Lagonychium,Fabaceae
Lagophylla,Asteraceae
Lagopsis,Lamiaceae
Lagopus,Plantaginaceae
Lagoseriopsis,Asteraceae
Lagoseris,Asteraceae
Lagothamnus,Asteraceae
Lagotis,Plantaginaceae
Lagovskia,Brassicaceae
Lagrezia,Amaranthaceae
Laguna,Malvaceae
Lagunaea,Malvaceae
Lagunaria,Malvaceae
Laguncularia,Combretaceae
Lagunea,Polygonaceae
Lagurostemon,Asteraceae
Lagurus,Poaceae
Lagynias,Rubiaceae
Lahaya,Caryophyllaceae
Lahia,Malvaceae
Lais,Amaryllidaceae
Lakshmia,Poaceae
Lalage,Fabaceae
Lalda,Asteraceae
Lalldhwojia,Apiaceae
Lallemantia,Lamiaceae
Lamanonia,Cunoniaceae
Lamarchea,Myrtaceae
Lamarckia,Poaceae
Lamarkea,Myrtaceae
Lamarkea,Solanaceae
Lamarkia,Poaceae
Lambertia,Proteaceae
Lamechites,Apocynaceae
Lamellisepalum,Rhamnaceae
Lamellocolea,Geocalycaceae
Lamiacanthus,Acanthaceae
Lamiastrum,Lamiaceae
Lamiella,Lamiaceae
Lamiodendron,Bignoniaceae
Lamiofrutex,Meliaceae
Lamiophlomis,Lamiaceae
Lamiopsis,Lamiaceae
Lamiostachys,Lamiaceae
Lamium,Lamiaceae
Lamottea,Asteraceae
Lamottea,Boraginaceae
Lamourouxia,Orobanchaceae
Lampadaria,Gesneriaceae
Lampas,Loranthaceae
Lampayo,Verbenaceae
Lampetia,Rutaceae
Lampocarya,Cyperaceae
Lampra,Commelinaceae
Lamprachaenium,Asteraceae
Lampranthus,Aizoaceae
Lamprocapnos,Papaveraceae
Lamprocarpus,Commelinaceae
Lamprocaulos,Restionaceae
Lamprocephalus,Asteraceae
Lamprochlaena,Asteraceae
Lamprochlaenia,Cyperaceae
Lamprococcus,Bromeliaceae
Lamproconus,Bromeliaceae
Lamprodithyros,Commelinaceae
Lamprolobium,Fabaceae
Lampropappus,Asteraceae
Lamprophragma,Brassicaceae
Lamprophyllum,Hookeriaceae
Lamprophyllum,Bryaceae
Lamprospermum,Sapindaceae
Lamprostachys,Lamiaceae
Lamprothamnus,Rubiaceae
Lamprothyrsus,Poaceae
Lamprotis,Ericaceae
Lampsana,Asteraceae
Lampujang,Zingiberaceae
Lamyra,Asteraceae
Lamyropappus,Asteraceae
Lamyropsis,Asteraceae
Lanaria,Lanariaceae
Lancea,Mazaceae
Lancisia,Asteraceae
Lancretia,Elatinaceae
Landersia,Cucurbitaceae
Landia,Rubiaceae
Landia,Krameriaceae
Landiopsis,Rubiaceae
Landolphia,Apocynaceae
Landoltia,Araceae
Landtia,Asteraceae
Landukia,Vitaceae
Laneasagum,Putranjivaceae
Lanessania,Moraceae
Langebergia,Asteraceae
Langeveldia,Urticaceae
Langevinia,Cyperaceae
Langia,Amaranthaceae
Langlassea,Apiaceae
Langloisia,Polemoniaceae
Langsdorffia,Balanophoraceae
Langsdorfia,Rutaceae
Langsdorfia,Solanaceae
Languas,Zingiberaceae
Lanipila,Asteraceae
Lanium,Orchidaceae
Lankesterella,Orchidaceae
Lankesteria,Acanthaceae
Lannea,Anacardiaceae
Lanneoma,Anacardiaceae
Lansbergia,Iridaceae
Lansium,Meliaceae
Lantana,Verbenaceae
Lantanopsis,Asteraceae
Lanthorus,Loranthaceae
Lanugia,Apocynaceae
Lanzana,Anacardiaceae
Laoberdes,Apiaceae
Laosanthus,Zingiberaceae
Laothoe,Asparagaceae
Lapageria,Philesiaceae
Lapanthus,Bromeliaceae
Lapasathus,Fabaceae
Lapathon,Polygonaceae
Lapathum,Polygonaceae
Lapeirousia,Iridaceae
Laphamia,Asteraceae
Laphangium,Asteraceae
Lapidaria,Aizoaceae
Lapiedra,Amaryllidaceae
Lapithea,Gentianaceae
Laplacea,Theaceae
Laportea,Urticaceae
Lappa,Asteraceae
Lappago,Poaceae
Lappagopsis,Poaceae
Lappula,Boraginaceae
Lappularia,Apiaceae
Lappulla,Boraginaceae
Lapsana,Asteraceae
Lapsanastrum,Asteraceae
Lapsyoungia,Asteraceae
Larbrea,Caryophyllaceae
Lardizabala,Lardizabalaceae
Larentia,Iridaceae
Larephes,Boraginaceae
Laretia,Apiaceae
Laricopsis,Pinaceae
Laricorchis,Orchidaceae
Larix,Pinaceae
Larnalles,Commelinaceae
Larnandra,Orchidaceae
Larnastyra,Lamiaceae
Larnax,Solanaceae
Larochea,Crassulaceae
Larrea,Zygophyllaceae
Larryleachia,Apocynaceae
Larsenaikia,Rubiaceae
Larsenia,Acanthaceae
Larsenianthus,Zingiberaceae
Larysacanthus,Acanthaceae
Lasallea,Asteraceae
Lascadium,Euphorbiaceae
Laseguea,Apocynaceae
Laser,Apiaceae
Laserpitium,Apiaceae
Lasersisia,Sapotaceae
Lasia,Araceae
Lasiacis,Poaceae
Lasiadenia,Thymelaeaceae
Lasiagrostis,Poaceae
Lasiake,Scrophulariaceae
Lasiandra,Melastomataceae
Lasianthaea,Asteraceae
Lasianthemum,Sapindaceae
Lasianthera,Stemonuraceae
Lasianthus,Rubiaceae
Lasiarrhenum,Boraginaceae
Lasierpa,Ericaceae
Lasimorpha,Araceae
Lasinia,Fabaceae
Lasiobema,Fabaceae
Lasiocarphus,Asteraceae
Lasiocarpus,Malpighiaceae
Lasiocaryum,Boraginaceae
Lasiocephalus,Asteraceae
Lasiocereus,Cactaceae
Lasiochlamys,Salicaceae
Lasiochloa,Poaceae
Lasiocladus,Acanthaceae
Lasiococca,Euphorbiaceae
Lasiococcus,Ericaceae
Lasiocoma,Asteraceae
Lasiocorys,Lamiaceae
Lasiocroton,Euphorbiaceae
Lasiodiscus,Rhamnaceae
Lasiogyne,Euphorbiaceae
Lasiolaena,Asteraceae
Lasiolepis,Eriocaulaceae
Lasiolepis,Rutaceae
Lasiolytrum,Poaceae
Lasionema,Rubiaceae
Lasiopera,Orobanchaceae
Lasiopera,Scrophulariaceae
Lasiopetalum,Malvaceae
Lasiophyton,Asteraceae
Lasiopogon,Asteraceae
Lasioptera,Brassicaceae
Lasiopus,Asteraceae
Lasiorrhachis,Poaceae
Lasiorrhiza,Asteraceae
Lasiosiphon,Thymelaeaceae
Lasiospermum,Asteraceae
Lasiospora,Asteraceae
Lasiostega,Poaceae
Lasiostelma,Apocynaceae
Lasiostemum,Loganiaceae
Lasiostemum,Rutaceae
Lasiostoma,Rubiaceae
Lasiostoma,Loganiaceae
Lasiostomum,Loganiaceae
Lasiostyles,Euphorbiaceae
Lasipana,Euphorbiaceae
Lasiurus,Poaceae
Lasjia,Proteaceae
Lass,Malvaceae
Lassa,Malvaceae
Lassia,Euphorbiaceae
Lassonia,Magnoliaceae
Lastarriaca,Polygonaceae
Lastarriaea,Polygonaceae
Lasthenia,Asteraceae
Lastila,Fabaceae
Lastrea,Polypodiaceae
Lastreopsis,Polypodiaceae
Lastreopsis,Dryopteridaceae
Latace,Amaryllidaceae
Latania,Arecaceae
Laterifissum,Montiaceae
Lateristachys,Lycopodiaceae
Lateropora,Ericaceae
Lathraea,Orobanchaceae
Lathraeocarpa,Rubiaceae
Lathriogyna,Fabaceae
Lathriogyne,Fabaceae
Lathrisia,Orchidaceae
Lathrocasis,Polemoniaceae
Lathrophytum,Balanophoraceae
Lathyropteris,Pteridaceae
Lathyros,Fabaceae
Lathyrus,Fabaceae
Laticoma,Amaryllidaceae
Latipes,Poaceae
Latouchea,Gentianaceae
Latourea,Orchidaceae
Latouria,Goodeniaceae
Latourorchis,Orchidaceae
Latreillea,Asteraceae
Latrienda,Convolvulaceae
Latrobea,Fabaceae
Latua,Solanaceae
Laubenfelsia,Podocarpaceae
Laubertia,Apocynaceae
Lauchea,Begoniaceae
Laugeria,Rubiaceae
Laugieria,Rubiaceae
Laumoniera,Simaroubaceae
Launaea,Asteraceae
Launaya,Asteraceae
Launea,Asteraceae
Laurea,Moraceae
Laurelia,Atherospermataceae
Laureliopsis,Monimiaceae
Laurembergia,Haloragaceae
Laurentia,Campanulaceae
Laureola,Thymelaeaceae
Laureria,Solanaceae
Lauridia,Celastraceae
Lauro-Cerasus,Rosaceae
Laurocerasus,Rosaceae
Lauromerrillia,Lauraceae
Laurophyllus,Anacardiaceae
Laurus,Lauraceae
Lautea,Argophyllaceae
Lautembergia,Euphorbiaceae
Lauterbachia,Monimiaceae
Lavallea,Olacaceae
Lavalleopsis,Olacaceae
Lavandula,Lamiaceae
Lavanga,Rutaceae
Lavatera,Malvaceae
Lavauxia,Onagraceae
Lavenia,Asteraceae
Lavera,Apiaceae
Lavidia,Asteraceae
Lavigeria,Icacinaceae
Lavoisiera,Melastomataceae
Lavoixia,Arecaceae
Lavradia,Ochnaceae
Lavrania,Apocynaceae
Lawia,Rubiaceae
Lawia,Podostemaceae
Lawiella,Podostemaceae
Lawrencella,Asteraceae
Lawrencia,Malvaceae
Lawsonia,Lythraceae
Laxanon,Asteraceae
Laxmannia,Asparagaceae
Laxopetalum,Asteraceae
Laxoplumeria,Apocynaceae
Layia,Asteraceae
Lazarolus,Rosaceae
Lazarum,Araceae
Le-Monniera,Sapotaceae
Leachia,Apocynaceae
Leachia,Asteraceae
Leachiella,Apocynaceae
Leaeba,Menispermaceae
Leandra,Melastomataceae
Leandriella,Acanthaceae
Leaoa,Orchidaceae
Leavenworthia,Brassicaceae
Lebeckia,Fabaceae
Lebetanthus,Ericaceae
Lebetina,Asteraceae
Lebidibia,Fabaceae
Lebidiera,Phyllanthaceae
Lebidieropsis,Phyllanthaceae
Lebretonia,Malvaceae
Lebronnecia,Malvaceae
Lebrunia,Clusiaceae
Lebruniodendron,Fabaceae
Lecananthus,Rubiaceae
Lecaniodiscus,Sapindaceae
Lecanium,Hymenophyllaceae
Lecanocarpus,Amaranthaceae
Lecanocnide,Urticaceae
Lecanolepis,Hymenophyllaceae
Lecanophora,Malvaceae
Lecanopteris,Polypodiaceae
Lecanorchis,Orchidaceae
Lecanosperma,Rubiaceae
Lecanthus,Urticaceae
Lecardia,Celastraceae
Lecariocalyx,Rubiaceae
Lechea,Cistaceae
Lechenaultia,Goodeniaceae
Lechidium,Cistaceae
Lechlera,Iridaceae
Lechleria,Apiaceae
Lecocarpus,Asteraceae
Lecointea,Fabaceae
Lecokia,Apiaceae
Lecomtea,Podostemaceae
Lecomtedoxa,Sapotaceae
Lecomtella,Poaceae
Lecontea,Rubiaceae
Lecontia,Araceae
Lecosia,Amaranthaceae
Lecostemon,Rhabdodendraceae
Lecostomon,Elaeocarpaceae
Lecostomon,Rhabdodendraceae
Lectandra,Orchidaceae
Lecticula,Lentibulariaceae
Lecythis,Lecythidaceae
Lecythopsis,Lecythidaceae
Leda,Acanthaceae
Ledebouria,Asparagaceae
Ledebouriella,Apiaceae
Ledeburia,Apiaceae
Ledelia,Rhamnaceae
Ledenbergia,Petiveriaceae
Ledermannia,Malvaceae
Ledermanniella,Podostemaceae
Ledgeria,Orchidaceae
Ledocarpon,Francoaceae
Ledodendron,Ericaceae
Ledonia,Cistaceae
Ledothamnus,Ericaceae
Ledum,Ericaceae
Ledurgia,Asparagaceae
Leea,Vitaceae
Leersia,Poaceae
Leeuwenbergia,Euphorbiaceae
Leeuwenhoeckia,Malvaceae
Lefebvrea,Apiaceae
Lefrovia,Asteraceae
Legazpia,Linderniaceae
Legendrea,Convolvulaceae
Legenere,Campanulaceae
Legnea,Arecaceae
Legnephora,Menispermaceae
Legnotis,Rhizophoraceae
Legocia,Orobanchaceae
Legouixia,Apocynaceae
Legousia,Campanulaceae
Legrandia,Myrtaceae
Lehmanna,Gentianaceae
Lehmannia,Solanaceae
Lehmannia,Lamiaceae
Lehmanniella,Gentianaceae
Leiachenis,Asteraceae
Leiandra,Commelinaceae
Leianthostemon,Gentianaceae
Leianthus,Gentianaceae
Leibergia,Apiaceae
Leibnitzia,Asteraceae
Leiboldia,Asteraceae
Leichardtia,Apocynaceae
Leichhardtia,Cupressaceae
Leichhardtia,Phyllanthaceae
Leichtlinia,Asparagaceae
Leidesia,Euphorbiaceae
Leighia,Asteraceae
Leimanisa,Gentianaceae
Leimanthium,Melanthiaceae
Leioanthum,Orchidaceae
Leiocarpa,Asteraceae
Leiocarpaea,Brassicaceae
Leiocarpodicraea,Podostemaceae
Leiocarpus,Phyllanthaceae
Leiocarya,Boraginaceae
Leiochilus,Rubiaceae
Leioclusia,Apocynaceae
Leiocolea,Jungermanniaceae
Leiocolea,Acrobolbaceae
Leiodon,Asteraceae
Leiodontium,Hypnaceae
Leiolejeunea,Lejeuneaceae
Leioligo,Asteraceae
Leiolobium,Brassicaceae
Leioluma,Sapotaceae
Leiomela,Bartramiaceae
Leiomitra,Trichocoleaceae
Leiomitrium,Orthotrichaceae
Leionema,Rutaceae
Leiophaca,Acanthaceae
Leiophyllum,Ericaceae
Leiopoa,Poaceae
Leioptyx,Meliaceae
Leiopyxis,Phyllanthaceae
Leiosandra,Scrophulariaceae
Leioscyphus,Geocalycaceae
Leioscyphus,Lophocoleaceae
Leiospermum,Cunoniaceae
Leiospora,Brassicaceae
Leiosporoceros,Anthocerotaceae
Leiostegia,Melastomataceae
Leiostemon,Plantaginaceae
Leiotelis,Apiaceae
Leiothamnus,Gentianaceae
Leiotheca,Calymperaceae
Leiotheca,Orthotrichaceae
Leiothrix,Eriocaulaceae
Leiothylax,Podostemaceae
Leiotulus,Apiaceae
